land_size,crop_type,fertilizer_type,season,month,recommended_quantity,requested_quantity,quantity_ratio,days_since_last_purchase,purchase_count_30d,previous_fraud_count,retailer_risk_score,village_risk_score,otp_verified,officer_approved,transaction_hour,is_repeat_purchase,is_fraud
0.8,groundnut,DAP,Rabi,12,36.0,31.26,0.8685,323,4,0,0.68,0.61,0,0,10,1,0
0.7,wheat,SSP,Rabi,12,70.0,70.65,1.0092,269,0,0,0.81,0.28,1,1,6,0,0
8.3,cotton,MOP,Kharif,9,332.0,737.31,2.2208,173,3,0,0.6,0.73,1,1,18,1,1
2.0,groundnut,Urea,Rabi,12,36.0,91.77,2.5493,302,1,0,0.03,0.28,0,1,9,0,0
8.9,paddy,Urea,Rabi,2,489.5,359.1,0.7336,243,2,2,0.03,0.76,0,0,18,1,1
1.4,paddy,Urea,Kharif,8,91.0,47.06,0.5171,113,3,0,0.73,0.21,1,1,19,1,0
2.1,sunflower,Urea,Summer,5,94.5,57.13,0.6046,281,2,0,0.73,0.27,1,0,13,1,0
8.6,wheat,DAP,Kharif,10,387.0,433.05,1.119,345,3,0,0.09,0.79,0,0,6,1,1
7.5,paddy,SSP,Rabi,11,675.0,762.93,1.1303,135,1,0,0.6,0.88,1,1,12,0,0
5.3,sunflower,SSP,Kharif,6,530.0,564.71,1.0655,288,2,0,0.03,0.23,1,1,11,1,0
4.3,soybean,DAP,Kharif,7,215.0,116.99,0.5441,244,1,0,0.2,0.84,0,1,10,0,0
8.0,soybean,DAP,Rabi,12,360.0,327.77,0.9105,52,0,0,0.22,0.37,1,1,11,0,0
6.9,wheat,SSP,Rabi,1,690.0,649.42,0.9412,65,4,0,0.81,0.56,1,1,15,1,0
11.5,maize,SSP,Rabi,11,1150.0,3209.71,2.7911,317,6,0,0.81,0.17,0,1,18,1,1
1.6,paddy,MOP,Summer,5,40.0,63.08,1.577,237,1,2,0.2,0.78,1,1,14,0,1
0.8,soybean,DAP,Summer,5,32.0,57.85,1.8079,301,6,1,0.16,0.65,1,1,12,1,1
8.6,soybean,Urea,Rabi,3,154.8,259.69,1.6776,104,3,0,0.22,0.94,1,1,10,1,1
3.5,soybean,Urea,Kharif,7,70.0,99.77,1.4252,209,2,0,0.42,0.98,1,0,15,1,1
6.3,cotton,SSP,Rabi,12,693.0,632.94,0.9133,356,6,0,0.2,0.76,1,0,8,1,0
11.3,sunflower,Urea,Summer,4,508.5,551.44,1.0844,69,1,0,0.55,0.21,1,1,7,0,0
9.5,sunflower,Urea,Summer,5,427.5,324.03,0.758,171,5,0,0.09,0.23,1,0,17,1,0
2.1,wheat,Urea,Summer,4,115.5,94.38,0.8171,142,3,0,0.71,0.88,0,0,17,1,0
5.2,soybean,DAP,Rabi,1,234.0,169.36,0.7237,3,2,0,0.34,0.38,1,0,19,1,1
7.3,maize,MOP,Kharif,10,240.9,683.12,2.8357,226,1,1,0.62,0.78,1,0,17,0,1
8.8,sugarcane,SSP,Kharif,6,1496.0,2432.24,1.6258,320,1,0,0.97,0.76,0,0,13,0,1
9.8,paddy,Urea,Rabi,12,539.0,306.41,0.5685,220,4,0,0.03,0.28,0,0,19,1,0
10.0,soybean,SSP,Kharif,9,1000.0,1184.71,1.1847,52,3,0,0.81,0.37,1,0,12,1,0
3.8,paddy,MOP,Summer,5,95.0,53.29,0.5609,176,0,0,0.2,0.76,0,1,6,0,0
8.7,cotton,MOP,Kharif,9,348.0,594.45,1.7082,25,2,0,0.34,0.76,1,1,19,1,1
7.5,paddy,DAP,Kharif,6,375.0,312.3,0.8328,256,1,1,0.77,0.78,1,1,14,0,1
3.5,groundnut,Urea,Kharif,8,70.0,76.78,1.0969,27,3,0,0.71,0.76,1,1,8,1,1
7.5,paddy,Urea,Summer,4,375.0,188.23,0.502,76,4,0,0.34,0.88,0,1,10,1,0
9.6,maize,DAP,Kharif,9,528.0,289.96,0.5492,364,2,0,0.01,0.23,0,1,12,1,0
7.4,sugarcane,DAP,Kharif,8,629.0,342.21,0.5441,66,1,0,0.03,0.65,1,0,17,0,0
5.0,paddy,DAP,Kharif,7,250.0,748.96,2.9959,301,3,0,0.54,0.76,0,0,6,1,1
7.1,maize,SSP,Rabi,3,710.0,485.6,0.6839,73,5,0,0.54,0.94,1,1,18,1,1
4.5,sugarcane,MOP,Rabi,12,270.0,169.41,0.6274,87,0,0,0.71,0.17,1,1,13,0,0
7.9,paddy,SSP,Rabi,3,711.0,1265.45,1.7798,146,0,0,0.91,0.79,1,1,6,0,1
6.1,sunflower,DAP,Kharif,6,305.0,181.41,0.5948,318,0,0,0.81,0.99,1,1,20,0,0
0.8,paddy,MOP,Rabi,12,21.6,23.82,1.1029,29,3,1,0.77,0.03,0,1,10,1,1
10.8,sunflower,Urea,Rabi,3,540.0,429.42,0.7952,202,4,0,0.58,0.36,0,0,9,1,0
8.4,cotton,DAP,Summer,4,420.0,223.42,0.532,237,2,1,0.81,0.38,0,0,6,1,0
2.1,paddy,SSP,Rabi,3,189.0,418.18,2.2126,223,4,0,0.34,0.65,1,0,15,1,1
7.8,wheat,DAP,Rabi,11,390.0,450.58,1.1553,32,6,0,0.81,0.27,1,1,19,1,1
7.7,sugarcane,SSP,Rabi,3,1232.0,1272.84,1.0331,218,4,0,0.58,0.38,1,1,20,1,0
9.0,maize,MOP,Kharif,10,297.0,594.01,2.0,338,5,1,0.62,0.21,1,0,17,1,1
7.7,paddy,DAP,Rabi,1,346.5,385.15,1.1115,181,4,0,0.73,0.94,1,1,11,1,1
9.5,maize,SSP,Kharif,9,1045.0,3095.16,2.9619,290,2,1,0.22,0.98,1,0,18,1,1
0.6,paddy,SSP,Rabi,1,54.0,43.12,0.7985,273,0,0,0.79,0.76,1,0,18,0,0
7.7,wheat,SSP,Kharif,10,693.0,355.59,0.5131,301,1,2,0.01,0.38,1,1,19,0,1
9.0,wheat,SSP,Summer,4,720.0,489.48,0.6798,242,5,0,0.54,0.37,1,1,13,1,0
10.0,soybean,MOP,Kharif,10,330.0,560.88,1.6996,108,1,0,0.81,0.1,1,1,13,0,1
2.3,sunflower,Urea,Kharif,6,126.5,100.01,0.7906,325,3,0,0.34,0.56,1,1,6,1,0
8.8,cotton,SSP,Rabi,12,968.0,838.99,0.8667,324,5,0,0.6,0.79,1,1,9,1,0
10.3,sugarcane,Urea,Rabi,3,1236.0,852.12,0.6894,205,4,1,0.55,0.17,1,0,7,1,1
5.0,maize,SSP,Rabi,1,500.0,1060.7,2.1214,248,2,0,0.71,0.37,0,0,7,1,1
1.9,sunflower,SSP,Summer,5,152.0,84.76,0.5576,41,1,0,0.81,0.1,0,1,6,0,0
7.6,sunflower,DAP,Rabi,3,342.0,248.45,0.7265,38,3,0,0.42,0.28,1,0,12,1,0
8.1,soybean,Urea,Summer,5,121.5,273.03,2.2472,142,2,0,0.09,0.99,1,1,9,1,1
9.3,maize,DAP,Rabi,3,465.0,501.93,1.0794,1,2,0,0.59,0.61,1,1,20,1,1
8.8,soybean,MOP,Rabi,2,264.0,226.21,0.8569,257,6,0,0.55,0.21,1,1,16,1,0
7.3,sugarcane,MOP,Kharif,7,489.1,896.33,1.8326,203,6,0,0.91,0.23,1,1,12,1,1
4.3,wheat,MOP,Kharif,9,116.1,228.12,1.9649,263,4,0,0.73,0.17,1,0,14,1,1
2.5,maize,DAP,Rabi,2,125.0,230.03,1.8403,263,2,0,0.16,0.03,1,0,7,1,1
8.5,groundnut,Urea,Summer,4,127.5,181.73,1.4253,158,0,1,0.51,0.94,1,0,9,0,1
9.1,groundnut,Urea,Rabi,3,163.8,155.3,0.9481,188,2,1,0.58,0.79,1,0,17,1,1
10.1,soybean,MOP,Rabi,11,303.0,474.83,1.5671,10,3,1,0.72,0.21,1,1,16,1,1
1.2,soybean,SSP,Rabi,3,108.0,188.81,1.7482,54,4,0,0.77,0.96,0,1,19,1,1
6.7,maize,SSP,Kharif,9,737.0,610.56,0.8284,46,1,0,0.83,0.78,0,0,6,0,0
1.4,sugarcane,DAP,Kharif,8,119.0,232.35,1.9525,281,6,2,0.71,0.61,1,0,20,1,1
5.2,sugarcane,MOP,Kharif,7,348.4,203.5,0.5841,213,3,0,0.62,0.79,1,1,17,1,0
8.6,soybean,Urea,Rabi,3,154.8,308.64,1.9938,191,2,1,0.85,0.37,1,1,7,1,1
1.1,sugarcane,MOP,Rabi,11,66.0,67.38,1.0209,13,3,2,0.54,0.79,0,0,13,1,1
6.6,paddy,SSP,Rabi,1,594.0,679.31,1.1436,236,2,0,0.51,0.56,1,1,7,1,0
8.4,maize,MOP,Rabi,12,226.8,250.03,1.1024,326,0,1,0.2,0.78,1,1,7,0,0
1.1,sugarcane,DAP,Rabi,11,88.0,229.77,2.611,58,1,0,0.03,0.27,0,0,14,0,1
5.0,groundnut,DAP,Summer,5,200.0,213.75,1.0688,65,0,0,0.81,0.61,0,1,20,0,0
3.2,soybean,DAP,Rabi,1,144.0,75.25,0.5226,19,4,0,0.34,0.78,1,1,8,1,0
7.6,sunflower,SSP,Rabi,11,684.0,671.46,0.9817,328,1,0,0.42,0.73,0,0,12,0,0
3.4,maize,SSP,Rabi,3,340.0,400.27,1.1773,280,0,0,0.73,0.21,1,1,15,0,0
8.4,paddy,SSP,Kharif,7,840.0,669.47,0.797,303,1,0,0.58,0.99,1,0,12,0,0
10.3,wheat,SSP,Summer,5,824.0,1148.76,1.3941,236,0,3,0.01,0.65,0,0,7,0,1
1.1,cotton,DAP,Rabi,3,60.5,70.98,1.1732,364,2,0,0.86,0.88,1,0,14,1,1
10.3,paddy,DAP,Kharif,8,515.0,348.07,0.6759,259,6,0,0.51,0.96,1,0,17,1,1
5.9,paddy,Urea,Kharif,7,383.5,1109.9,2.8941,49,0,0,0.01,0.65,1,0,18,0,0
1.6,cotton,DAP,Summer,4,80.0,53.69,0.6712,149,2,0,0.22,0.03,1,1,6,1,0
10.9,groundnut,MOP,Rabi,1,327.0,364.77,1.1155,133,6,0,0.09,0.94,1,1,19,1,1
2.6,wheat,SSP,Rabi,12,260.0,206.67,0.7949,197,3,0,0.6,0.21,1,0,16,1,0
5.0,groundnut,MOP,Rabi,1,150.0,188.82,1.2588,165,1,0,0.2,0.88,0,0,13,0,1
8.9,maize,Urea,Summer,5,489.5,678.34,1.3858,167,2,0,0.81,0.36,1,1,8,1,1
9.1,soybean,DAP,Summer,5,364.0,420.8,1.1561,286,0,0,0.58,0.03,1,0,13,0,0
7.4,groundnut,DAP,Rabi,1,333.0,333.24,1.0007,11,3,2,0.34,0.38,1,0,10,1,0
11.2,maize,Urea,Kharif,6,784.0,1149.87,1.4667,364,3,0,0.83,0.88,0,1,14,1,1
0.9,groundnut,SSP,Rabi,12,81.0,140.48,1.7343,312,0,0,0.81,0.76,1,1,7,0,1
5.6,paddy,Urea,Rabi,3,308.0,667.12,2.166,154,6,0,0.83,0.94,1,0,16,1,1
8.2,wheat,DAP,Rabi,1,410.0,441.78,1.0775,303,1,0,0.64,0.76,1,1,15,0,0
7.1,sugarcane,SSP,Summer,5,1065.0,1190.42,1.1178,350,1,0,0.34,0.76,1,1,17,0,0
11.5,groundnut,SSP,Kharif,7,1150.0,1263.76,1.0989,328,4,1,0.85,0.38,1,1,20,1,1
3.7,wheat,DAP,Rabi,1,185.0,497.76,2.6906,122,2,2,0.54,0.38,0,1,14,1,1
8.7,sugarcane,DAP,Kharif,7,739.5,881.93,1.1926,304,5,0,0.64,0.37,0,1,14,1,1
6.9,sunflower,MOP,Rabi,12,207.0,212.67,1.0274,52,0,1,0.77,0.76,1,1,19,0,0
4.9,soybean,DAP,Kharif,6,245.0,709.02,2.894,352,6,0,0.34,0.56,1,0,11,1,1
4.4,groundnut,DAP,Kharif,8,220.0,237.9,1.0814,284,3,0,0.77,0.65,0,0,18,1,1
9.0,cotton,MOP,Kharif,10,360.0,206.96,0.5749,72,0,1,0.81,0.21,1,1,7,0,0
3.3,paddy,SSP,Rabi,2,297.0,321.72,1.0832,169,5,0,0.83,0.03,1,1,8,1,1
7.0,sugarcane,DAP,Rabi,12,560.0,385.17,0.6878,40,3,1,0.34,0.36,1,1,18,1,0
7.4,soybean,DAP,Summer,5,296.0,689.18,2.3283,357,3,3,0.42,0.37,1,1,20,1,1
3.0,wheat,Urea,Kharif,7,180.0,150.62,0.8368,98,3,0,0.62,0.17,1,1,8,1,0
4.6,wheat,DAP,Kharif,8,207.0,183.21,0.8851,290,5,0,0.74,0.94,1,1,17,1,1
6.2,wheat,Urea,Rabi,3,403.0,370.67,0.9198,199,0,0,0.22,0.76,1,1,17,0,0
10.6,soybean,Urea,Summer,4,159.0,84.98,0.5345,149,4,0,0.83,0.17,1,1,10,1,0
4.4,groundnut,MOP,Kharif,8,145.2,161.82,1.1145,96,1,3,0.55,0.38,0,0,20,0,1
9.3,soybean,MOP,Kharif,9,306.9,318.41,1.0375,79,0,2,0.09,0.61,1,1,7,0,0
0.9,soybean,MOP,Kharif,7,29.7,82.13,2.7655,80,6,0,0.03,0.79,1,0,18,1,1
5.0,soybean,SSP,Rabi,1,450.0,488.2,1.0849,301,4,1,0.2,0.98,0,1,14,1,1
8.1,wheat,MOP,Summer,4,202.5,219.85,1.0857,193,0,1,0.81,0.88,1,1,19,0,1
0.7,cotton,DAP,Kharif,7,42.0,77.94,1.8557,19,0,0,0.85,0.61,1,0,15,0,1
8.5,cotton,Urea,Rabi,3,595.0,495.92,0.8335,206,3,1,0.09,0.65,1,0,10,1,0
11.6,maize,SSP,Kharif,9,1276.0,1184.69,0.9284,87,4,0,0.97,0.94,0,0,9,1,1
5.7,paddy,MOP,Summer,4,142.5,87.77,0.616,213,3,0,0.22,0.28,0,1,13,1,0
11.5,soybean,DAP,Rabi,2,517.5,1333.09,2.576,158,6,0,0.96,0.21,0,1,15,1,1
3.0,sugarcane,MOP,Rabi,2,180.0,108.53,0.603,351,4,0,0.79,0.56,0,1,13,1,0
0.5,sugarcane,DAP,Rabi,11,40.0,33.43,0.8356,334,1,0,0.22,0.56,1,0,12,0,0
3.6,sugarcane,Urea,Rabi,3,432.0,1259.76,2.9161,300,5,0,0.74,0.17,1,1,17,1,1
10.4,sugarcane,SSP,Rabi,1,1664.0,1598.57,0.9607,122,6,0,0.09,0.56,0,1,6,1,0
1.3,maize,Urea,Kharif,7,91.0,54.73,0.6014,32,3,0,0.42,0.38,1,1,12,1,0
1.8,soybean,MOP,Kharif,9,59.4,70.89,1.1935,364,0,0,0.03,0.61,1,1,20,0,0
2.7,soybean,MOP,Rabi,2,81.0,45.32,0.5595,258,1,0,0.51,0.99,1,1,18,0,0
6.7,soybean,MOP,Kharif,9,221.1,451.14,2.0404,49,6,0,0.72,0.38,1,1,6,1,1
0.7,paddy,MOP,Summer,4,17.5,12.89,0.7366,155,0,0,0.81,0.21,1,1,15,0,0
11.2,soybean,Urea,Rabi,2,201.6,184.21,0.9138,45,3,2,0.09,0.73,0,0,8,1,1
2.6,maize,Urea,Rabi,3,156.0,155.59,0.9974,53,4,0,0.68,0.23,0,0,17,1,0
3.6,sugarcane,SSP,Rabi,3,576.0,527.0,0.9149,223,3,3,0.34,0.36,1,0,8,1,1
1.3,sugarcane,DAP,Kharif,7,110.5,194.75,1.7624,333,5,0,0.64,0.84,1,0,19,1,1
9.2,wheat,Urea,Kharif,9,552.0,437.8,0.7931,347,5,1,0.71,0.78,1,1,13,1,1
8.0,cotton,Urea,Summer,5,520.0,341.48,0.6567,230,4,1,0.77,0.23,0,1,9,1,1
11.4,paddy,SSP,Rabi,1,1026.0,946.88,0.9229,27,2,0,0.58,0.23,1,0,18,1,0
1.1,sunflower,SSP,Rabi,1,99.0,80.29,0.811,274,6,0,0.62,0.64,0,0,13,1,0
7.6,groundnut,DAP,Rabi,2,342.0,519.49,1.519,308,3,1,0.09,0.73,1,1,6,1,1
0.8,cotton,Urea,Summer,5,52.0,30.45,0.5856,360,1,1,0.16,0.27,0,1,14,0,0
2.9,cotton,MOP,Kharif,7,116.0,83.45,0.7194,123,2,0,0.71,0.94,1,1,15,1,0
0.5,soybean,SSP,Kharif,8,50.0,40.83,0.8166,233,0,1,0.22,0.38,0,1,7,0,0
11.2,wheat,DAP,Rabi,12,560.0,354.45,0.6329,6,2,1,0.77,0.84,0,0,16,1,1
8.5,groundnut,MOP,Rabi,1,255.0,529.24,2.0754,3,0,0,0.58,0.78,1,0,9,0,1
11.4,sugarcane,DAP,Kharif,8,969.0,882.1,0.9103,351,4,2,0.97,0.94,0,1,11,1,1
9.5,wheat,SSP,Rabi,1,950.0,794.34,0.8362,191,6,0,0.51,0.56,1,1,20,1,0
5.2,groundnut,SSP,Kharif,7,520.0,401.67,0.7724,190,5,0,0.03,0.37,0,1,14,1,0
10.1,maize,Urea,Summer,5,555.5,640.2,1.1525,196,1,0,0.83,0.84,1,1,19,0,0
8.0,paddy,DAP,Summer,4,320.0,362.61,1.1332,350,4,0,0.97,0.38,1,1,11,1,1
7.9,cotton,MOP,Rabi,11,276.5,252.64,0.9137,37,1,0,0.16,0.65,0,0,8,0,0
3.3,maize,MOP,Kharif,7,108.9,262.66,2.412,28,5,0,0.03,0.61,1,0,14,1,1
5.2,sugarcane,Urea,Summer,5,572.0,602.31,1.053,158,6,0,0.81,0.98,0,1,14,1,1
9.7,paddy,DAP,Summer,4,388.0,224.2,0.5778,36,5,0,0.55,0.98,1,1,7,1,1
5.0,paddy,MOP,Kharif,6,165.0,138.44,0.839,130,2,3,0.16,0.17,1,1,11,1,1
1.7,wheat,DAP,Summer,5,68.0,56.27,0.8275,263,6,0,0.55,0.38,1,0,15,1,0
5.9,cotton,SSP,Kharif,10,708.0,628.54,0.8878,262,5,0,0.03,0.78,0,1,7,1,0
11.2,sugarcane,MOP,Summer,4,616.0,1401.89,2.2758,110,4,0,0.72,0.73,1,1,17,1,1
2.9,maize,SSP,Kharif,6,319.0,349.56,1.0958,130,3,1,0.81,0.23,1,1,12,1,1
1.7,sugarcane,MOP,Kharif,10,113.9,134.88,1.1842,149,1,1,0.22,0.61,1,0,12,0,0
7.3,paddy,Urea,Kharif,6,474.5,562.04,1.1845,94,4,0,0.22,0.28,1,1,13,1,0
11.1,cotton,MOP,Rabi,11,388.5,356.62,0.9179,164,5,0,0.77,0.76,1,1,8,1,1
3.6,sugarcane,Urea,Summer,5,396.0,300.17,0.758,190,6,2,0.09,0.27,0,1,8,1,1
7.3,cotton,Urea,Rabi,11,511.0,544.87,1.0663,339,5,0,0.54,0.03,0,1,12,1,1
2.5,wheat,SSP,Summer,5,200.0,186.17,0.9309,336,2,2,0.73,0.28,1,0,11,1,1
9.8,soybean,DAP,Kharif,6,490.0,572.21,1.1678,194,6,0,0.58,0.21,0,1,19,1,1
4.9,soybean,DAP,Kharif,6,245.0,286.86,1.1709,199,0,0,0.16,0.21,0,0,19,0,0
6.3,sugarcane,MOP,Summer,4,346.5,308.99,0.8918,172,0,0,0.22,0.37,1,0,19,0,0
5.8,cotton,DAP,Rabi,1,319.0,292.98,0.9184,323,3,0,0.68,0.03,0,0,14,1,0
4.7,cotton,DAP,Kharif,6,282.0,150.43,0.5334,101,4,0,0.81,0.23,0,1,9,1,0
2.4,sunflower,SSP,Kharif,9,240.0,301.53,1.2564,120,3,1,0.54,0.88,1,1,8,1,1
8.3,cotton,Urea,Kharif,10,664.0,781.05,1.1763,271,3,0,0.64,0.17,0,1,6,1,1
11.1,paddy,SSP,Kharif,8,1110.0,931.71,0.8394,8,3,0,0.22,0.27,1,1,10,1,0
0.9,wheat,MOP,Kharif,10,24.3,28.13,1.1578,187,6,2,0.42,0.79,0,1,13,1,1
10.8,sunflower,Urea,Rabi,2,540.0,445.18,0.8244,343,6,0,0.54,0.73,1,0,15,1,0
5.1,sugarcane,SSP,Rabi,1,816.0,520.62,0.638,228,3,0,0.16,0.56,1,0,20,1,0
7.5,sunflower,SSP,Rabi,2,675.0,625.81,0.9271,360,5,2,0.71,0.36,0,0,9,1,1
2.8,wheat,SSP,Kharif,9,252.0,176.3,0.6996,109,4,0,0.01,0.17,0,0,11,1,0
8.6,cotton,Urea,Kharif,7,688.0,535.87,0.7789,191,1,0,0.22,0.28,0,1,14,0,0
3.2,paddy,DAP,Kharif,8,160.0,118.39,0.7399,114,3,1,0.22,0.38,1,1,19,1,0
1.4,sunflower,SSP,Kharif,8,140.0,136.99,0.9785,339,5,1,0.55,0.21,1,1,19,1,1
3.3,maize,DAP,Rabi,2,165.0,185.49,1.1242,225,6,2,0.68,0.1,1,0,11,1,1
2.2,maize,SSP,Kharif,6,242.0,251.9,1.0409,293,1,0,0.09,0.1,1,1,9,0,0
1.6,soybean,SSP,Rabi,12,144.0,140.0,0.9722,300,0,0,0.91,0.21,1,0,16,0,0
2.1,paddy,Urea,Rabi,12,115.5,99.77,0.8638,181,4,0,0.22,0.64,1,1,18,1,0
3.3,soybean,SSP,Summer,5,264.0,308.22,1.1675,126,1,1,0.03,0.96,0,0,13,0,1
8.7,sunflower,SSP,Summer,4,696.0,1027.49,1.4763,49,6,0,0.83,0.65,1,1,13,1,1
11.1,maize,MOP,Kharif,8,366.3,302.21,0.825,193,5,0,0.22,0.21,0,1,6,1,0
11.2,paddy,SSP,Summer,5,896.0,515.91,0.5758,158,2,0,0.96,0.78,1,1,20,1,1
8.6,sugarcane,MOP,Kharif,7,576.2,952.51,1.6531,85,0,2,0.51,0.98,1,1,8,0,1
6.4,maize,Urea,Kharif,8,448.0,529.01,1.1808,168,6,1,0.34,0.88,0,1,16,1,1
3.4,groundnut,MOP,Rabi,12,102.0,64.86,0.6359,277,4,0,0.54,0.38,0,1,14,1,0
7.4,paddy,DAP,Summer,5,296.0,271.0,0.9155,196,5,0,0.09,0.37,0,0,15,1,0
6.0,sunflower,MOP,Rabi,2,180.0,169.37,0.941,75,5,1,0.54,0.78,1,1,17,1,0
4.2,maize,SSP,Kharif,10,462.0,420.69,0.9106,292,3,0,0.34,0.21,1,1,17,1,0
7.8,wheat,DAP,Summer,4,312.0,376.07,1.2054,304,0,0,0.68,0.23,0,0,12,0,1
11.3,soybean,DAP,Summer,5,452.0,334.24,0.7395,18,2,1,0.03,0.96,1,1,14,1,0
7.3,sugarcane,MOP,Summer,5,401.5,1013.31,2.5238,274,2,0,0.73,0.94,0,1,13,1,1
10.2,soybean,SSP,Summer,4,816.0,2149.27,2.6339,172,4,1,0.22,0.94,1,0,11,1,1
4.1,soybean,MOP,Rabi,12,123.0,94.06,0.7647,327,5,2,0.91,0.27,0,1,12,1,1
10.0,groundnut,SSP,Kharif,8,1000.0,2153.67,2.1537,46,4,0,0.81,0.96,0,1,8,1,1
9.6,groundnut,MOP,Summer,4,259.2,741.38,2.8603,141,3,2,0.62,0.79,0,0,16,1,1
7.5,sunflower,Urea,Rabi,2,375.0,353.81,0.9435,61,0,0,0.22,0.84,1,0,13,0,0
7.0,maize,Urea,Kharif,10,490.0,385.19,0.7861,47,1,2,0.97,0.64,0,0,10,0,1
1.5,maize,DAP,Rabi,3,75.0,77.63,1.0351,183,4,3,0.79,0.64,1,0,17,1,1
4.7,cotton,SSP,Rabi,12,517.0,1182.88,2.288,128,0,1,0.73,0.17,1,0,8,0,1
7.1,soybean,DAP,Rabi,1,319.5,670.53,2.0987,307,0,0,0.77,0.64,0,0,17,0,1
7.8,groundnut,MOP,Kharif,7,257.4,604.32,2.3478,227,4,0,0.74,0.36,0,1,14,1,1
4.5,wheat,SSP,Kharif,7,405.0,469.76,1.1599,309,2,0,0.6,0.78,1,0,11,1,1
9.7,paddy,DAP,Summer,4,388.0,264.49,0.6817,32,5,0,0.6,0.27,1,0,15,1,0
3.3,cotton,MOP,Rabi,2,115.5,103.97,0.9001,304,6,0,0.97,0.98,1,0,16,1,1
1.3,groundnut,DAP,Kharif,8,65.0,45.03,0.6928,201,6,0,0.71,0.36,1,1,9,1,0
11.4,sunflower,DAP,Rabi,12,513.0,392.45,0.765,292,6,1,0.55,0.03,0,0,12,1,1
6.0,soybean,MOP,Kharif,6,198.0,564.27,2.8498,353,0,0,0.01,0.79,1,1,8,0,0
3.9,soybean,SSP,Rabi,12,351.0,393.48,1.121,249,0,1,0.03,0.21,0,1,12,0,0
3.9,sugarcane,SSP,Summer,5,585.0,688.25,1.1765,352,3,0,0.54,0.36,1,1,19,1,0
9.8,cotton,SSP,Rabi,3,1078.0,1075.39,0.9976,196,3,0,0.74,0.99,1,1,11,1,0
7.3,paddy,Urea,Kharif,8,474.5,566.98,1.1949,97,1,0,0.91,0.88,1,1,9,0,0
4.3,wheat,MOP,Kharif,7,116.1,83.85,0.7222,192,3,0,0.54,0.17,1,1,13,1,1
1.0,maize,Urea,Rabi,3,60.0,37.71,0.6285,320,2,1,0.34,0.36,1,0,7,1,1
5.5,groundnut,MOP,Summer,4,148.5,260.11,1.7516,327,0,0,0.22,0.79,0,0,9,0,1
6.3,groundnut,SSP,Summer,5,504.0,331.9,0.6585,98,2,0,0.73,0.21,1,1,6,1,0
7.0,sunflower,DAP,Kharif,10,350.0,265.4,0.7583,215,5,0,0.22,0.1,1,1,19,1,0
1.6,sugarcane,DAP,Summer,5,120.0,349.55,2.9129,340,5,1,0.34,0.61,1,0,8,1,1
7.2,sugarcane,Urea,Kharif,6,936.0,983.4,1.0506,265,6,0,0.81,0.99,0,0,16,1,1
9.9,sunflower,DAP,Kharif,9,495.0,529.75,1.0702,152,4,0,0.22,0.76,1,1,7,1,1
2.7,cotton,Urea,Summer,5,175.5,165.38,0.9423,90,2,0,0.51,0.23,1,0,10,1,0
6.5,paddy,MOP,Summer,5,162.5,83.18,0.5119,146,0,0,0.2,0.17,1,1,8,0,0
8.4,cotton,DAP,Kharif,10,504.0,280.82,0.5572,72,0,0,0.2,0.61,1,0,7,0,0
7.2,maize,DAP,Rabi,3,360.0,634.02,1.7612,224,5,2,0.74,0.98,1,0,10,1,1
9.8,paddy,MOP,Rabi,3,264.6,783.82,2.9623,55,6,0,0.68,0.88,1,1,16,1,1
1.2,wheat,MOP,Rabi,12,36.0,43.09,1.1969,151,0,0,0.96,0.27,1,0,7,0,0
9.3,sunflower,MOP,Rabi,12,279.0,306.19,1.0975,247,6,0,0.97,0.78,0,1,17,1,1
5.6,soybean,Urea,Rabi,1,100.8,228.16,2.2635,206,5,0,0.91,0.23,1,1,9,1,1
6.3,maize,Urea,Kharif,8,441.0,390.13,0.8847,47,6,0,0.09,0.65,1,1,19,1,1
10.3,sunflower,DAP,Rabi,11,463.5,741.63,1.6001,164,5,1,0.83,0.28,0,1,12,1,1
8.5,cotton,MOP,Rabi,1,297.5,632.46,2.1259,217,3,1,0.03,0.64,0,0,16,1,1
1.3,paddy,Urea,Kharif,7,84.5,131.46,1.5558,252,3,1,0.03,0.79,0,1,15,1,1
9.1,cotton,MOP,Rabi,11,318.5,255.81,0.8032,284,5,0,0.77,0.38,1,1,10,1,0
11.5,cotton,SSP,Summer,4,1150.0,692.2,0.6019,198,1,0,0.54,0.99,1,1,11,0,0
10.0,soybean,Urea,Summer,5,150.0,94.51,0.63,38,5,0,0.03,0.17,1,1,8,1,0
1.5,maize,Urea,Rabi,12,90.0,105.52,1.1724,111,4,0,0.34,0.76,0,0,10,1,1
9.7,soybean,DAP,Kharif,7,485.0,550.21,1.1345,68,5,0,0.71,0.94,1,1,20,1,1
11.0,groundnut,DAP,Kharif,8,550.0,442.11,0.8038,73,1,0,0.74,0.76,1,0,16,0,0
4.9,groundnut,MOP,Kharif,9,161.7,301.14,1.8624,121,6,1,0.54,0.38,0,1,17,1,1
10.8,sugarcane,MOP,Kharif,10,723.6,599.51,0.8285,272,2,1,0.81,0.88,1,1,11,1,1
2.7,cotton,Urea,Kharif,8,216.0,211.72,0.9802,106,6,3,0.03,0.28,1,0,12,1,1
5.9,cotton,DAP,Kharif,9,354.0,774.14,2.1868,137,3,0,0.54,0.96,1,1,10,1,1
